Date,Product Name,Quantity,Unit Cost
10/21/2024,500ML VANILLA,95,59
10/21/2024,100ML STRAWBERRY,127,13
10/21/2024,250ML STRAWBERRY,96,30
10/21/2024,500ML STRAWBERRY,82,59
10/21/2024,5L STRAWBERRY,12,450
10/22/2024,100ML VANILLA,179,13
10/22/2024,250ML VANILLA,139,30
10/22/2024,500ML VANILLA,91,59
10/22/2024,100ML STRAWBERRY,137,13
10/22/2024,250ML STRAWBERRY,92,30
10/22/2024,500ML STRAWBERRY,68,59
10/22/2024,5L STRAWBERRY,11,450
10/23/2024,100ML VANILLA,132,13
10/23/2024,250ML VANILLA,89,30
10/23/2024,500ML VANILLA,60,59
10/23/2024,100ML STRAWBERRY,92,13
10/23/2024,250ML STRAWBERRY,80,30
10/23/2024,500ML STRAWBERRY,52,59
10/23/2024,5L STRAWBERRY,8,450
10/24/2024,100ML VANILLA,135,13
10/24/2024,250ML VANILLA,85,30
10/24/2024,500ML VANILLA,57,59
10/24/2024,100ML STRAWBERRY,114,13
10/24/2024,250ML STRAWBERRY,85,30
10/24/2024,500ML STRAWBERRY,52,59
10/24/2024,5L STRAWBERRY,9,450
10/25/2024,100ML VANILLA,138,13
10/25/2024,250ML VANILLA,83,30
10/25/2024,500ML VANILLA,67,59
10/25/2024,100ML STRAWBERRY,92,13
10/25/2024,250ML STRAWBERRY,81,30
10/25/2024,500ML STRAWBERRY,50,59
10/25/2024,5L STRAWBERRY,8,450
10/26/2024,100ML VANILLA,118,13
10/26/2024,250ML VANILLA,93,30
10/26/2024,500ML VANILLA,66,59
10/26/2024,100ML STRAWBERRY,112,13
10/26/2024,250ML STRAWBERRY,79,30
10/26/2024,500ML STRAWBERRY,55,59
10/26/2024,5L STRAWBERRY,9,450
10/27/2024,100ML VANILLA,110,13
10/27/2024,250ML VANILLA,104,30
10/27/2024,500ML VANILLA,58,59
10/27/2024,100ML STRAWBERRY,111,13
10/27/2024,250ML STRAWBERRY,83,30
10/27/2024,500ML STRAWBERRY,60,59
10/27/2024,5L STRAWBERRY,10,450
10/28/2024,100ML VANILLA,168,13
10/28/2024,250ML VANILLA,129,30
10/28/2024,500ML VANILLA,91,59
10/28/2024,100ML STRAWBERRY,127,13
10/28/2024,250ML STRAWBERRY,85,30
10/28/2024,500ML STRAWBERRY,79,59
10/28/2024,5L STRAWBERRY,12,450
10/29/2024,100ML VANILLA,170,13
10/29/2024,250ML VANILLA,110,30
10/29/2024,500ML VANILLA,90,59
10/29/2024,100ML STRAWBERRY,139,13
10/29/2024,250ML STRAWBERRY,92,30
10/29/2024,500ML STRAWBERRY,74,59
10/29/2024,5L STRAWBERRY,12,450
10/30/2024,100ML VANILLA,133,13
10/30/2024,250ML VANILLA,97,30
10/30/2024,500ML VANILLA,69,59
10/30/2024,100ML STRAWBERRY,96,13
10/30/2024,250ML STRAWBERRY,75,30
10/30/2024,500ML STRAWBERRY,51,59
10/30/2024,5L STRAWBERRY,9,450
10/31/2024,100ML VANILLA,137,13
10/31/2024,250ML VANILLA,80,30
10/31/2024,500ML VANILLA,65,59
10/31/2024,100ML STRAWBERRY,113,13
10/31/2024,250ML STRAWBERRY,67,30
10/31/2024,500ML STRAWBERRY,49,59
10/31/2024,5L STRAWBERRY,9,450
11/1/2024,100ML VANILLA,140,13
11/1/2024,250ML VANILLA,80,30
11/1/2024,500ML VANILLA,64,59
11/1/2024,100ML STRAWBERRY,107,13
11/1/2024,250ML STRAWBERRY,76,30
11/1/2024,500ML STRAWBERRY,52,59
11/1/2024,5L STRAWBERRY,8,450
11/2/2024,100ML VANILLA,137,13
11/2/2024,250ML VANILLA,89,30
11/2/2024,500ML VANILLA,71,59
11/2/2024,100ML STRAWBERRY,107,13
11/2/2024,250ML STRAWBERRY,66,30
11/2/2024,500ML STRAWBERRY,60,59
11/2/2024,5L STRAWBERRY,10,450
11/3/2024,100ML VANILLA,127,13
11/3/2024,250ML VANILLA,89,30
11/3/2024,500ML VANILLA,59,59
11/3/2024,100ML STRAWBERRY,105,13
11/3/2024,250ML STRAWBERRY,83,30
11/3/2024,500ML STRAWBERRY,57,59
11/3/2024,5L STRAWBERRY,10,450
11/4/2024,100ML VANILLA,173,13
11/4/2024,250ML VANILLA,136,30
11/4/2024,500ML VANILLA,86,59
11/4/2024,100ML STRAWBERRY,134,13
11/4/2024,250ML STRAWBERRY,97,30
11/4/2024,500ML STRAWBERRY,72,59
11/4/2024,5L STRAWBERRY,12,450
11/5/2024,100ML VANILLA,155,13
11/5/2024,250ML VANILLA,132,30
11/5/2024,500ML VANILLA,75,59
11/5/2024,100ML STRAWBERRY,135,13
11/5/2024,250ML STRAWBERRY,110,30
11/5/2024,500ML STRAWBERRY,80,59
11/5/2024,5L STRAWBERRY,12,450
11/6/2024,100ML VANILLA,135,13
11/6/2024,250ML VANILLA,92,30
11/6/2024,500ML VANILLA,63,59
11/6/2024,100ML STRAWBERRY,123,13
11/6/2024,250ML STRAWBERRY,65,30
11/6/2024,500ML STRAWBERRY,61,59
11/6/2024,5L STRAWBERRY,9,450
11/7/2024,100ML VANILLA,144,13
11/7/2024,250ML VANILLA,79,30
11/7/2024,500ML VANILLA,69,59
11/7/2024,100ML STRAWBERRY,111,13
11/7/2024,250ML STRAWBERRY,85,30
11/7/2024,500ML STRAWBERRY,50,59
11/7/2024,5L STRAWBERRY,9,450
11/8/2024,100ML VANILLA,138,13
11/8/2024,250ML VANILLA,83,30
11/8/2024,500ML VANILLA,59,59
11/8/2024,100ML STRAWBERRY,109,13
11/8/2024,250ML STRAWBERRY,69,30
11/8/2024,500ML STRAWBERRY,53,59
11/8/2024,5L STRAWBERRY,10,450
11/9/2024,100ML VANILLA,122,13
11/9/2024,250ML VANILLA,80,30
11/9/2024,500ML VANILLA,67,59
11/9/2024,100ML STRAWBERRY,111,13
11/9/2024,250ML STRAWBERRY,83,30
11/9/2024,500ML STRAWBERRY,47,59
11/9/2024,5L STRAWBERRY,8,450
11/10/2024,100ML VANILLA,136,13
11/10/2024,250ML VANILLA,102,30
11/10/2024,500ML VANILLA,63,59
11/10/2024,100ML STRAWBERRY,115,13
11/10/2024,250ML STRAWBERRY,74,30
11/10/2024,500ML STRAWBERRY,47,59
11/10/2024,5L STRAWBERRY,9,450
11/11/2024,100ML VANILLA,154,13
11/11/2024,250ML VANILLA,120,30
11/11/2024,500ML VANILLA,92,59
11/11/2024,100ML STRAWBERRY,134,13
11/11/2024,250ML STRAWBERRY,85,30
11/11/2024,500ML STRAWBERRY,82,59
11/11/2024,5L STRAWBERRY,10,450
11/12/2024,100ML VANILLA,192,13
11/12/2024,250ML VANILLA,108,30
11/12/2024,500ML VANILLA,80,59
11/12/2024,100ML STRAWBERRY,160,13
11/12/2024,250ML STRAWBERRY,88,30
11/12/2024,500ML STRAWBERRY,65,59
11/12/2024,5L STRAWBERRY,11,450
11/13/2024,100ML VANILLA,140,13
11/13/2024,250ML VANILLA,95,30
11/13/2024,500ML VANILLA,61,59
11/13/2024,100ML STRAWBERRY,107,13
11/13/2024,250ML STRAWBERRY,69,30
11/13/2024,500ML STRAWBERRY,48,59
11/13/2024,5L STRAWBERRY,9,450
11/14/2024,100ML VANILLA,140,13
11/14/2024,250ML VANILLA,104,30
11/14/2024,500ML VANILLA,63,59
11/14/2024,100ML STRAWBERRY,105,13
11/14/2024,250ML STRAWBERRY,76,30
11/14/2024,500ML STRAWBERRY,49,59
11/14/2024,5L STRAWBERRY,8,450
11/15/2024,100ML VANILLA,137,13
11/15/2024,250ML VANILLA,106,30
11/15/2024,500ML VANILLA,68,59
11/15/2024,100ML STRAWBERRY,121,13
11/15/2024,250ML STRAWBERRY,79,30
11/15/2024,500ML STRAWBERRY,58,59
11/15/2024,5L STRAWBERRY,7,450
11/16/2024,100ML VANILLA,117,13
11/16/2024,250ML VANILLA,100,30
11/16/2024,500ML VANILLA,70,59
11/16/2024,100ML STRAWBERRY,99,13
11/16/2024,250ML STRAWBERRY,82,30
11/16/2024,500ML STRAWBERRY,59,59
11/16/2024,5L STRAWBERRY,9,450
11/17/2024,100ML VANILLA,133,13
11/17/2024,250ML VANILLA,80,30
11/17/2024,500ML VANILLA,73,59
11/17/2024,100ML STRAWBERRY,103,13
11/17/2024,250ML STRAWBERRY,66,30
11/17/2024,500ML STRAWBERRY,50,59
11/17/2024,5L STRAWBERRY,7,450
11/18/2024,100ML VANILLA,157,13
11/18/2024,250ML VANILLA,129,30
11/18/2024,500ML VANILLA,96,59
11/18/2024,100ML STRAWBERRY,127,13
11/18/2024,250ML STRAWBERRY,114,30
11/18/2024,500ML STRAWBERRY,79,59
11/18/2024,5L STRAWBERRY,13,450
11/19/2024,100ML VANILLA,199,13
11/19/2024,250ML VANILLA,110,30
11/19/2024,500ML VANILLA,77,59
11/19/2024,100ML STRAWBERRY,164,13
11/19/2024,250ML STRAWBERRY,116,30
11/19/2024,500ML STRAWBERRY,64,59
11/19/2024,5L STRAWBERRY,12,450
11/20/2024,100ML VANILLA,140,13
11/20/2024,250ML VANILLA,93,30
11/20/2024,500ML VANILLA,61,59
11/20/2024,100ML STRAWBERRY,96,13
11/20/2024,250ML STRAWBERRY,83,30
11/20/2024,500ML STRAWBERRY,51,59
11/20/2024,5L STRAWBERRY,10,450
11/21/2024,100ML VANILLA,163,13
11/21/2024,250ML VANILLA,130,30
11/21/2024,500ML VANILLA,81,59
11/21/2024,100ML STRAWBERRY,121,13
11/21/2024,250ML STRAWBERRY,84,30
11/21/2024,500ML STRAWBERRY,60,59
11/21/2024,5L STRAWBERRY,10,450
11/22/2024,100ML VANILLA,166,13
11/22/2024,250ML VANILLA,113,30
11/22/2024,500ML VANILLA,73,59
11/22/2024,100ML STRAWBERRY,123,13
11/22/2024,250ML STRAWBERRY,82,30
11/22/2024,500ML STRAWBERRY,70,59
11/22/2024,5L STRAWBERRY,12,450
11/23/2024,100ML VANILLA,158,13
11/23/2024,250ML VANILLA,103,30
11/23/2024,500ML VANILLA,90,59
11/23/2024,100ML STRAWBERRY,141,13
11/23/2024,250ML STRAWBERRY,82,30
11/23/2024,500ML STRAWBERRY,64,59
11/23/2024,5L STRAWBERRY,12,450
11/24/2024,100ML VANILLA,148,13
11/24/2024,250ML VANILLA,124,30
11/24/2024,500ML VANILLA,89,59
11/24/2024,100ML STRAWBERRY,140,13
11/24/2024,250ML STRAWBERRY,91,30
11/24/2024,500ML STRAWBERRY,75,59
11/24/2024,5L STRAWBERRY,12,450
11/25/2024,100ML VANILLA,192,13
11/25/2024,250ML VANILLA,141,30
11/25/2024,500ML VANILLA,116,59
11/25/2024,100ML STRAWBERRY,170,13
11/25/2024,250ML STRAWBERRY,115,30
11/25/2024,500ML STRAWBERRY,92,59
11/25/2024,5L STRAWBERRY,13,450
11/26/2024,100ML VANILLA,215,13
11/26/2024,250ML VANILLA,164,30
11/26/2024,500ML VANILLA,97,59
11/26/2024,100ML STRAWBERRY,165,13
11/26/2024,250ML STRAWBERRY,111,30
11/26/2024,500ML STRAWBERRY,87,59
11/26/2024,5L STRAWBERRY,15,450
11/27/2024,100ML VANILLA,144,13
11/27/2024,250ML VANILLA,102,30
11/27/2024,500ML VANILLA,79,59
11/27/2024,100ML STRAWBERRY,127,13
11/27/2024,250ML STRAWBERRY,87,30
11/27/2024,500ML STRAWBERRY,59,59
11/27/2024,5L STRAWBERRY,11,450
11/28/2024,100ML VANILLA,156,13
11/28/2024,250ML VANILLA,132,30
11/28/2024,500ML VANILLA,81,59
11/28/2024,100ML STRAWBERRY,149,13
11/28/2024,250ML STRAWBERRY,94,30
11/28/2024,500ML STRAWBERRY,66,59
11/28/2024,5L STRAWBERRY,10,450
11/29/2024,100ML VANILLA,181,13
11/29/2024,250ML VANILLA,113,30
11/29/2024,500ML VANILLA,88,59
11/29/2024,100ML STRAWBERRY,138,13
11/29/2024,250ML STRAWBERRY,101,30
11/29/2024,500ML STRAWBERRY,75,59
11/29/2024,5L STRAWBERRY,12,450
11/30/2024,100ML VANILLA,153,13
11/30/2024,150ML VANILLA,109,20.7
11/30/2024,250ML VANILLA,109,30
11/30/2024,500ML VANILLA,83,59
11/30/2024,100ML STRAWBERRY,123,13
11/30/2024,250ML STRAWBERRY,104,30
11/30/2024,500ML STRAWBERRY,66,59
11/30/2024,5L STRAWBERRY,10,450
12/1/2024,100ML VANILLA,158,13
12/1/2024,250ML VANILLA,125,30
12/1/2024,500ML VANILLA,82,59
12/1/2024,100ML STRAWBERRY,130,13
12/1/2024,150ML STRAWBERRY,97,20.7
12/1/2024,250ML STRAWBERRY,97,30
12/1/2024,500ML STRAWBERRY,75,59
12/1/2024,5L STRAWBERRY,11,450
12/2/2024,100ML VANILLA,208,13
12/2/2024,250ML VANILLA,149,30
12/2/2024,500ML VANILLA,107,59
12/2/2024,100ML STRAWBERRY,183,13
12/2/2024,250ML STRAWBERRY,118,30
12/2/2024,500ML STRAWBERRY,94,59
12/2/2024,5L STRAWBERRY,12,450
12/3/2024,100ML VANILLA,208,13
12/3/2024,250ML VANILLA,163,30
12/3/2024,500ML VANILLA,119,59
12/3/2024,100ML STRAWBERRY,200,13
12/3/2024,250ML STRAWBERRY,121,30
12/3/2024,500ML STRAWBERRY,95,59
12/3/2024,5L STRAWBERRY,16,450
12/4/2024,100ML VANILLA,186,13
12/4/2024,250ML VANILLA,126,30
12/4/2024,500ML VANILLA,80,59
12/4/2024,100ML STRAWBERRY,122,13
12/4/2024,250ML STRAWBERRY,103,30
12/4/2024,500ML STRAWBERRY,72,59
12/4/2024,5L STRAWBERRY,12,450
12/5/2024,100ML VANILLA,147,13
12/5/2024,250ML VANILLA,113,30
12/5/2024,500ML VANILLA,88,59
12/5/2024,100ML STRAWBERRY,116,13
12/5/2024,250ML STRAWBERRY,103,30
12/5/2024,500ML STRAWBERRY,63,59
12/5/2024,5L STRAWBERRY,12,450
12/6/2024,100ML VANILLA,150,13
12/6/2024,250ML VANILLA,116,30
12/6/2024,500ML VANILLA,70,59
12/6/2024,100ML STRAWBERRY,131,13
12/6/2024,250ML STRAWBERRY,84,30
12/6/2024,500ML STRAWBERRY,70,59
12/6/2024,5L STRAWBERRY,10,450
12/7/2024,100ML VANILLA,175,13
12/7/2024,250ML VANILLA,109,30
12/7/2024,500ML VANILLA,74,59
12/7/2024,100ML STRAWBERRY,152,13
12/7/2024,250ML STRAWBERRY,99,30
12/7/2024,500ML STRAWBERRY,64,59
12/7/2024,5L STRAWBERRY,9,450
12/8/2024,100ML VANILLA,170,13
12/8/2024,250ML VANILLA,129,30
12/8/2024,500ML VANILLA,81,59
12/8/2024,100ML STRAWBERRY,125,13
12/8/2024,250ML STRAWBERRY,87,30
12/8/2024,500ML STRAWBERRY,71,59
12/8/2024,5L STRAWBERRY,11,450
12/9/2024,100ML VANILLA,206,13
12/9/2024,250ML VANILLA,162,30
12/9/2024,500ML VANILLA,104,59
12/9/2024,100ML STRAWBERRY,184,13
12/9/2024,250ML STRAWBERRY,142,30
12/9/2024,500ML STRAWBERRY,96,59
12/9/2024,5L STRAWBERRY,13,450
12/10/2024,100ML VANILLA,185,13
12/10/2024,250ML VANILLA,159,30
12/10/2024,500ML VANILLA,102,59
12/10/2024,100ML STRAWBERRY,204,13
12/10/2024,250ML STRAWBERRY,114,30
12/10/2024,500ML STRAWBERRY,101,59
12/10/2024,5L STRAWBERRY,16,450
12/11/2024,100ML VANILLA,171,13
12/11/2024,250ML VANILLA,123,30
12/11/2024,500ML VANILLA,93,59
12/11/2024,100ML STRAWBERRY,133,13
12/11/2024,250ML STRAWBERRY,82,30
12/11/2024,500ML STRAWBERRY,69,59
12/11/2024,5L STRAWBERRY,11,450
12/12/2024,100ML VANILLA,163,13
12/12/2024,250ML VANILLA,129,30
12/12/2024,500ML VANILLA,80,59
12/12/2024,100ML STRAWBERRY,147,13
12/12/2024,250ML STRAWBERRY,84,30
12/12/2024,500ML STRAWBERRY,60,59
12/12/2024,5L STRAWBERRY,12,450
12/13/2024,100ML VANILLA,148,13
12/13/2024,250ML VANILLA,107,30
12/13/2024,500ML VANILLA,78,59
12/13/2024,100ML STRAWBERRY,127,13
12/13/2024,150ML STRAWBERRY,90,20.7
12/13/2024,500ML STRAWBERRY,63,59
12/13/2024,5L STRAWBERRY,11,450
12/14/2024,100ML VANILLA,162,13
12/14/2024,150ML VANILLA,99,20.7
12/14/2024,500ML VANILLA,80,59
12/14/2024,100ML STRAWBERRY,131,13
12/14/2024,250ML STRAWBERRY,81,30
12/14/2024,500ML STRAWBERRY,60,59
12/14/2024,5L STRAWBERRY,11,450
12/15/2024,100ML VANILLA,183,13
12/15/2024,250ML VANILLA,109,30
12/15/2024,500ML VANILLA,89,59
12/15/2024,100ML STRAWBERRY,139,13
12/15/2024,250ML STRAWBERRY,96,30
12/15/2024,500ML STRAWBERRY,63,59
12/15/2024,5L STRAWBERRY,10,450
12/16/2024,100ML VANILLA,218,13
12/16/2024,250ML VANILLA,138,30
12/16/2024,500ML VANILLA,115,59
12/16/2024,100ML STRAWBERRY,209,13
12/16/2024,250ML STRAWBERRY,110,30
12/16/2024,500ML STRAWBERRY,85,59
12/16/2024,5L STRAWBERRY,14,450
12/17/2024,100ML VANILLA,201,13
12/17/2024,250ML VANILLA,161,30
12/17/2024,500ML VANILLA,117,59
12/17/2024,100ML STRAWBERRY,165,13
12/17/2024,250ML STRAWBERRY,130,30
12/17/2024,500ML STRAWBERRY,100,59
12/17/2024,5L STRAWBERRY,14,450
12/18/2024,100ML VANILLA,168,13
12/18/2024,250ML VANILLA,125,30
12/18/2024,500ML VANILLA,76,59
12/18/2024,100ML STRAWBERRY,129,13
12/18/2024,250ML STRAWBERRY,105,30
12/18/2024,500ML STRAWBERRY,66,59
12/18/2024,5L STRAWBERRY,11,450
12/19/2024,100ML VANILLA,175,13
12/19/2024,250ML VANILLA,105,30
12/19/2024,500ML VANILLA,83,59
12/19/2024,100ML STRAWBERRY,150,13
12/19/2024,250ML STRAWBERRY,93,30
12/19/2024,500ML STRAWBERRY,78,59
12/19/2024,5L STRAWBERRY,11,450
12/20/2024,100ML VANILLA,173,13
12/20/2024,250ML VANILLA,112,30
12/20/2024,500ML VANILLA,80,59
12/20/2024,100ML STRAWBERRY,144,13
12/20/2024,250ML STRAWBERRY,90,30
12/20/2024,500ML STRAWBERRY,71,59
12/20/2024,5L STRAWBERRY,11,450
12/21/2024,100ML VANILLA,175,13
12/21/2024,250ML VANILLA,121,30
12/21/2024,500ML VANILLA,71,59
12/21/2024,100ML STRAWBERRY,123,13
12/21/2024,250ML STRAWBERRY,89,30
12/21/2024,500ML STRAWBERRY,62,59
12/21/2024,5L STRAWBERRY,10,450
12/22/2024,100ML VANILLA,116,13
12/22/2024,150ML VANILLA,94,20.7
12/22/2024,500ML VANILLA,50,59
12/22/2024,100ML STRAWBERRY,108,13
12/22/2024,250ML STRAWBERRY,71,30
12/22/2024,500ML STRAWBERRY,44,59
12/22/2024,5L STRAWBERRY,8,450
12/23/2024,100ML VANILLA,146,13
12/23/2024,250ML VANILLA,128,30
12/23/2024,500ML VANILLA,77,59
12/23/2024,100ML STRAWBERRY,116,13
12/23/2024,250ML STRAWBERRY,86,30
12/23/2024,500ML STRAWBERRY,62,59
12/23/2024,5L STRAWBERRY,9,450
12/24/2024,100ML VANILLA,135,13
12/24/2024,250ML VANILLA,116,30
12/24/2024,500ML VANILLA,77,59
12/24/2024,100ML STRAWBERRY,134,13
12/24/2024,250ML STRAWBERRY,81,30
12/24/2024,500ML STRAWBERRY,60,59
12/24/2024,5L STRAWBERRY,12,450
12/25/2024,100ML VANILLA,112,13
12/25/2024,250ML VANILLA,91,30
12/25/2024,500ML VANILLA,63,59
12/25/2024,100ML STRAWBERRY,101,13
12/25/2024,250ML STRAWBERRY,76,30
12/25/2024,500ML STRAWBERRY,48,59
12/25/2024,5L STRAWBERRY,9,450
12/26/2024,100ML VANILLA,107,13
12/26/2024,250ML VANILLA,77,30
12/26/2024,500ML VANILLA,61,59
12/26/2024,100ML STRAWBERRY,110,13
12/26/2024,250ML STRAWBERRY,76,30
12/26/2024,500ML STRAWBERRY,46,59
12/26/2024,5L STRAWBERRY,7,450
12/27/2024,100ML VANILLA,125,13
12/27/2024,250ML VANILLA,90,30
12/27/2024,500ML VANILLA,58,59
12/27/2024,100ML STRAWBERRY,103,13
12/27/2024,250ML STRAWBERRY,69,30
12/27/2024,500ML STRAWBERRY,43,59
12/27/2024,5L STRAWBERRY,7,450
12/28/2024,100ML VANILLA,124,13
12/28/2024,250ML VANILLA,92,30
12/28/2024,500ML VANILLA,66,59
12/28/2024,100ML STRAWBERRY,101,13
12/28/2024,150ML STRAWBERRY,74,20.7
12/28/2024,500ML STRAWBERRY,53,59
12/28/2024,5L STRAWBERRY,8,450
12/29/2024,100ML VANILLA,130,13
12/29/2024,250ML VANILLA,77,30
12/29/2024,500ML VANILLA,57,59
12/29/2024,100ML STRAWBERRY,96,13
12/29/2024,250ML STRAWBERRY,67,30
12/29/2024,500ML STRAWBERRY,47,59
12/29/2024,5L STRAWBERRY,8,450
12/30/2024,100ML VANILLA,142,13
12/30/2024,250ML VANILLA,110,30
12/30/2024,500ML VANILLA,71,59
12/30/2024,100ML STRAWBERRY,137,13
12/30/2024,250ML STRAWBERRY,92,30
12/30/2024,500ML STRAWBERRY,68,59
12/30/2024,5L STRAWBERRY,10,450
12/31/2024,100ML VANILLA,147,13
12/31/2024,250ML VANILLA,115,30
12/31/2024,500ML VANILLA,79,59
12/31/2024,100ML STRAWBERRY,138,13
12/31/2024,250ML STRAWBERRY,99,30
12/31/2024,500ML STRAWBERRY,62,59
12/31/2024,5L STRAWBERRY,12,450
1/1/2025,100ML VANILLA,118,13
1/1/2025,250ML VANILLA,71,30
1/1/2025,500ML VANILLA,53,59
1/1/2025,100ML STRAWBERRY,102,13
1/1/2025,250ML STRAWBERRY,70,30
1/1/2025,500ML STRAWBERRY,55,59
1/1/2025,5L STRAWBERRY,8,450
1/2/2025,100ML VANILLA,123,13
1/2/2025,250ML VANILLA,79,30
1/2/2025,500ML VANILLA,65,59
1/2/2025,100ML STRAWBERRY,107,13
1/2/2025,250ML STRAWBERRY,70,30
1/2/2025,500ML STRAWBERRY,44,59
1/2/2025,5L STRAWBERRY,8,450
1/3/2025,100ML VANILLA,131,13
1/3/2025,250ML VANILLA,84,30
1/3/2025,500ML VANILLA,65,59
1/3/2025,100ML STRAWBERRY,100,13
1/3/2025,250ML STRAWBERRY,62,30
1/3/2025,500ML STRAWBERRY,50,59
1/3/2025,5L STRAWBERRY,8,450
1/4/2025,100ML VANILLA,131,13
1/4/2025,250ML VANILLA,90,30
1/4/2025,500ML VANILLA,65,59
1/4/2025,100ML STRAWBERRY,95,13
1/4/2025,250ML STRAWBERRY,67,30
1/4/2025,500ML STRAWBERRY,53,59
1/4/2025,5L STRAWBERRY,8,450
1/5/2025,100ML VANILLA,122,13
1/5/2025,150ML VANILLA,86,20.7
1/5/2025,250ML VANILLA,86,30
1/5/2025,500ML VANILLA,61,59
1/5/2025,100ML STRAWBERRY,94,13
1/5/2025,250ML STRAWBERRY,79,30
1/5/2025,500ML STRAWBERRY,56,59
1/5/2025,5L STRAWBERRY,8,450
1/6/2025,100ML VANILLA,142,13
1/6/2025,250ML VANILLA,113,30
1/6/2025,500ML VANILLA,84,59
1/6/2025,100ML STRAWBERRY,140,13
1/6/2025,250ML STRAWBERRY,86,30
1/6/2025,500ML STRAWBERRY,73,59
1/6/2025,5L STRAWBERRY,9,450
1/7/2025,100ML VANILLA,165,13
1/7/2025,250ML VANILLA,119,30
1/7/2025,500ML VANILLA,74,59
1/7/2025,100ML STRAWBERRY,146,13
1/7/2025,250ML STRAWBERRY,87,30
1/7/2025,500ML STRAWBERRY,57,59
1/7/2025,5L STRAWBERRY,9,450
1/8/2025,100ML VANILLA,124,13
1/8/2025,250ML VANILLA,90,30
1/8/2025,500ML VANILLA,54,59
1/8/2025,100ML STRAWBERRY,107,13
1/8/2025,250ML STRAWBERRY,70,30
1/8/2025,500ML STRAWBERRY,46,59
1/8/2025,5L STRAWBERRY,9,450
1/9/2025,100ML VANILLA,116,13
1/9/2025,150ML VANILLA,78,20.7
1/9/2025,250ML VANILLA,78,30
1/9/2025,500ML VANILLA,63,59
1/9/2025,100ML STRAWBERRY,105,13
1/9/2025,250ML STRAWBERRY,73,30
1/9/2025,500ML STRAWBERRY,53,59
1/9/2025,5L STRAWBERRY,8,450
1/10/2025,100ML VANILLA,134,13
1/10/2025,250ML VANILLA,76,30
1/10/2025,500ML VANILLA,53,59
1/10/2025,100ML STRAWBERRY,99,13
1/10/2025,250ML STRAWBERRY,68,30
1/10/2025,500ML STRAWBERRY,44,59
1/10/2025,5L STRAWBERRY,7,450
1/11/2025,100ML VANILLA,123,13
1/11/2025,150ML VANILLA,75,20.7
1/11/2025,250ML VANILLA,75,30
1/11/2025,500ML VANILLA,50,59
1/11/2025,100ML STRAWBERRY,102,13
1/11/2025,250ML STRAWBERRY,69,30
1/11/2025,500ML STRAWBERRY,47,59
1/11/2025,5L STRAWBERRY,7,450
1/12/2025,100ML VANILLA,104,13
1/12/2025,250ML VANILLA,84,30
1/12/2025,500ML VANILLA,58,59
1/12/2025,100ML STRAWBERRY,90,13
1/12/2025,250ML STRAWBERRY,66,30
1/12/2025,500ML STRAWBERRY,45,59
1/12/2025,5L STRAWBERRY,8,450
1/13/2025,100ML VANILLA,169,13
1/13/2025,250ML VANILLA,97,30
1/13/2025,500ML VANILLA,77,59
1/13/2025,100ML STRAWBERRY,138,13
1/13/2025,250ML STRAWBERRY,105,30
1/13/2025,500ML STRAWBERRY,61,59
1/13/2025,5L STRAWBERRY,12,450
1/14/2025,100ML VANILLA,161,13
1/14/2025,250ML VANILLA,125,30
1/14/2025,500ML VANILLA,76,59
1/14/2025,100ML STRAWBERRY,127,13
1/14/2025,250ML STRAWBERRY,103,30
1/14/2025,500ML STRAWBERRY,65,59
1/14/2025,5L STRAWBERRY,9,450
1/15/2025,100ML VANILLA,115,13
1/15/2025,250ML VANILLA,73,30
1/15/2025,500ML VANILLA,63,59
1/15/2025,100ML STRAWBERRY,94,13
1/15/2025,250ML STRAWBERRY,70,30
1/15/2025,500ML STRAWBERRY,56,59
1/15/2025,5L STRAWBERRY,8,450
1/16/2025,100ML VANILLA,125,13
1/16/2025,150ML VANILLA,83,20.7
1/16/2025,250ML VANILLA,83,30
1/16/2025,500ML VANILLA,50,59
1/16/2025,100ML STRAWBERRY,108,13
1/16/2025,150ML STRAWBERRY,70,20.7
1/16/2025,250ML STRAWBERRY,70,30
1/16/2025,500ML STRAWBERRY,46,59
1/16/2025,5L STRAWBERRY,8,450
1/17/2025,100ML VANILLA,102,13
1/17/2025,250ML VANILLA,85,30
1/17/2025,500ML VANILLA,61,59
1/17/2025,100ML STRAWBERRY,101,13
1/17/2025,250ML STRAWBERRY,59,30
1/17/2025,500ML STRAWBERRY,43,59
1/17/2025,5L STRAWBERRY,7,450
1/18/2025,100ML VANILLA,128,13
1/18/2025,250ML VANILLA,81,30
1/18/2025,500ML VANILLA,59,59
1/18/2025,100ML STRAWBERRY,89,13
1/18/2025,250ML STRAWBERRY,75,30
1/18/2025,500ML STRAWBERRY,55,59
1/18/2025,5L STRAWBERRY,8,450
1/19/2025,100ML VANILLA,128,13
1/19/2025,250ML VANILLA,78,30
1/19/2025,500ML VANILLA,60,59
1/19/2025,100ML STRAWBERRY,84,13
1/19/2025,250ML STRAWBERRY,71,30
1/19/2025,500ML STRAWBERRY,56,59
1/19/2025,5L STRAWBERRY,8,450
1/20/2025,100ML VANILLA,153,13
1/20/2025,250ML VANILLA,119,30
1/20/2025,500ML VANILLA,71,59
1/20/2025,100ML STRAWBERRY,144,13
1/20/2025,150ML STRAWBERRY,84,20.7
